project,bug_id,tier,hint,mutation_type,expected,verdict,correct,reported_line,original_bug_line,spm_line,bug_found,response
Lang,43,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,369,421,,other,"VERDICT: BUG  LINE: 369  REASON: In the `appendQuotedString` method, the loop uses `i` to check `pattern.substring(i).startsWith(ESCAPED_QUOTE)` and update `pos` based on `i`, but then uses `pos.getIndex()` in the append call, creating a mismatch where `pos` may not be synchronized with `i`, potentially causing an array index out of bounds or incorrect substring extraction."
Lang,43,2,a boundary or range handling error,off_by_one,BUG,BUG,True,303,421,,other,"VERDICT: BUG  LINE: 303  REASON: The loop condition `pos.getIndex() < pattern.length()` does not account for the possibility that `pos.getIndex()` can reach or exceed `pattern.length()`, causing an `ArrayIndexOutOfBoundsException` when `pattern.charAt(pos.getIndex())` is called after the loop exits without returning, as the final throw statement assumes the loop always encounters a closing quote before the pattern ends."
Lang,43,3,a boundary or range handling error,off_by_one,BUG,BUG,True,249,421,275,other,VERDICT: BUG  LINE: 249  REASON: The loop condition `pos.getIndex() <= pattern.length()` should use `<` instead of `<=` because accessing `pattern.charAt(pos.getIndex())` on line 250 will throw an StringIndexOutOfBoundsException when pos.getIndex() equals pattern.length().
Lang,43,4,a boundary or range handling error,off_by_one,BUG,BUG,True,252,421,275,other,"VERDICT: BUG LINE: 252 REASON: The loop condition `pos.getIndex() <= pattern.length()` allows the index to equal the pattern length, which will cause `pattern.charAt(pos.getIndex())` on line 253 to throw a StringIndexOutOfBoundsException when accessing beyond the valid string range."
Lang,43,5,a boundary or range handling error,off_by_one,BUG,BUG,True,250,421,,other,"VERDICT: BUG LINE: 250 REASON: The `readArgumentIndex` method calls `pattern.charAt(pos.getIndex())` without first checking if `pos.getIndex()` is within bounds, which can cause an IndexOutOfBoundsException when the position reaches the end of the pattern string.  The bug occurs at line 250 where `currentChar = pattern.charAt(pos.getIndex());` is called after `seekNonWs()` without verifying that `pos.getIndex() < pattern.length()`. If `seekNonWs()` advances the position to the end of the pattern (or beyond after skipping whitespace), the subsequent `charAt()` call will throw an exception."
Lang,42,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,862,828,,other,"VERDICT: BUG  LINE: 862  REASON: The condition `if (entityValue > 0xFFFF)` incorrectly rejects valid Unicode code points in the supplementary planes (U+10000 and above), which should be allowed, causing characters outside the Basic Multilingual Plane to fail to unescape properly."
Lang,42,2,a boundary or range handling error,off_by_one,BUG,BUG,True,892,828,,other,"VERDICT: BUG  LINE: 892  REASON: The condition `if (entityValue > 0xFFFF)` should be `if (entityValue > 0x10FFFF)` because valid Unicode code points extend beyond 0xFFFF (the Basic Multilingual Plane) up to 0x10FFFF, and the current check incorrectly rejects valid supplementary characters."
Lang,42,3,a boundary or range handling error,off_by_one,BUG,BUG,True,660,828,560,other,"VERDICT: BUG LINE: 660 REASON: The loop condition uses `i <= LOOKUP_TABLE_SIZE` instead of `i < LOOKUP_TABLE_SIZE`, causing an array index out of bounds exception when trying to access `lookupTable[LOOKUP_TABLE_SIZE]`."
Lang,42,4,a boundary or range handling error,off_by_one,BUG,BUG,True,530,828,560,other,"VERDICT: BUG  LINE: 530  REASON: The loop condition uses `i <= LOOKUP_TABLE_SIZE` instead of `i < LOOKUP_TABLE_SIZE`, causing an array index out of bounds exception when accessing `lookupTable[i]` at index 256 when the array size is only 256 (valid indices are 0-255)."
Lang,42,5,a boundary or range handling error,off_by_one,BUG,BUG,True,982,828,,other,"VERDICT: BUG  LINE: 982  REASON: The string at line 982 is incomplete and cuts off mid-comment, missing the closing comment delimiter `-->` and the closing brace for the array initialization, which will cause a compilation error."
Lang,41,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,223,190,,other,"VERDICT: BUG  LINE: 223  REASON: The code calls `className.charAt(className.length() - 1)` without first checking if `className.length() > 0` after the while loop that strips array encoding, which can cause an IndexOutOfBoundsException when processing malformed class names like ""[L;"" (array of L without a class name)."
Lang,41,2,a boundary or range handling error,off_by_one,BUG,BUG,True,82,190,,other,"VERDICT: BUG LINE: 82 REASON: The primitiveWrapperMap incorrectly maps Void.TYPE to Void.TYPE instead of Void.class, breaking the contract that primitive types should map to their wrapper classes."
Lang,41,3,a boundary or range handling error,off_by_one,BUG,NO BUG,False,,190,91,none,"I need to analyze this code for boundary or range handling errors.  Let me examine the key methods:  1. **Line 89** in the static initializer: ```java primitiveWrapperMap.put(Void.TYPE, Void.TYPE); ``` This looks suspicious - it's mapping `Void.TYPE` to itself instead of `Void.class`.  2. **Line 97** has a syntax error: ```java for (Class<=?> primitiveClass : primitiveWrapperMap.keySet()) { ``` The `<=?` should be `<?>`  3. **Line 253** in `getPackageName(String className)`: ```java if (className.charAt(0) == 'L' && className.charAt(className.length() - 1) == ';') {     className = className.substring(1); } ``` After stripping the array prefix with `while (className.charAt(0) == '[')`, if the string becomes empty or has insufficient length, accessing `charAt(0)` or `charAt(className.length() - 1)` could cause an `StringIndexOutOfBoundsException`. However, the real bug is that it only does `substring(1)` but should do `substring(1, className.length() - 1)` to remove both the 'L' and ';'.  4. **Line 245** in the same method: ```java while (className.charAt(0) == '[') {     className = className.substring(1); } ``` After this loop, there's no check that `className` is non-empty before calling `charAt(0)` on the next line.  Looking more carefully at the boundary issue: In `getPackageName()` at line 245-248, after the while loop strips array brackets, the code at line 250 tries to access `className.charAt(0)` without verifying that `className` still has content. If the input is something like `""[""` or multiple brackets with nothing after, `className` could become empty, causing an `StringIndexOutOfBoundsException`.  Additionally, at line 251, `className.charAt(className.length() - 1)` is accessed without checking if the string is"
Lang,41,4,a boundary or range handling error,off_by_one,BUG,BUG,True,88,190,91,other,"VERDICT: BUG  LINE: 88  REASON: The static initializer incorrectly maps `Void.TYPE` to itself instead of `Void.class`, causing inconsistency in the primitive-to-wrapper mapping where all other primitives map to their wrapper classes."
Lang,41,5,a boundary or range handling error,off_by_one,BUG,BUG,True,79,190,,other,"VERDICT: BUG  LINE: 79  REASON: The `primitiveWrapperMap` initialization incorrectly maps `Void.TYPE` to itself instead of `Void.class`, causing the wrapper type for void to be mapped to the primitive type rather than the wrapper class."
Lang,40,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,2959,1048,,other,"VERDICT: BUG LINE: 2959 REASON: The loop condition `for (int i = repeat * 2 - 2; i >= 0; i--, i--)` decrements `i` twice per iteration, causing incorrect array indexing and potential out-of-bounds access."
Lang,40,2,a boundary or range handling error,off_by_one,BUG,BUG,True,2857,1048,,other,"VERDICT: BUG LINE: 2857 REASON: In the `repeat` method's case 2 optimization, the loop condition `i--, i--` has a double decrement which skips every other array index, causing incorrect character placement and potential array access issues."
Lang,40,3,a boundary or range handling error,off_by_one,BUG,BUG,True,180,1048,233,other,VERDICT: BUG LINE: 180 REASON: The loop condition `i <= strLen` should be `i < strLen` because it will cause an IndexOutOfBoundsException when accessing `str.charAt(i)` when `i` equals `strLen` (the string length).
Lang,40,4,a boundary or range handling error,off_by_one,BUG,BUG,True,183,1048,233,other,"VERDICT: BUG LINE: 183 REASON: The loop condition uses `i <= strLen` which should be `i < strLen`, causing an out-of-bounds access to `str.charAt(i)` when `i` equals `strLen`."
Lang,40,5,a boundary or range handling error,off_by_one,BUG,NO BUG,False,,1048,,none,"VERDICT: NO BUG  LINE: NONE  REASON: The code provided contains standard string utility methods with proper null checks and boundary handling; there are no apparent range or boundary errors in the visible methods (isEmpty, isNotEmpty, isBlank, isNotBlank, trim, trimToNull, and the incomplete trimToEmpty)."
Lang,39,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,4647,3675,,other,"VERDICT: BUG LINE: 4647 REASON: The loop condition `i < buf.length` in the repeat method's case 2 uses a decrementing loop (`i--, i--`) which skips indices and can cause array index out of bounds or leave elements uninitialized."
Lang,39,2,a boundary or range handling error,off_by_one,BUG,BUG,True,3882,3675,,other,"VERDICT: BUG LINE: 3882 REASON: The loop condition `for (int i = repeat * 2 - 2; i >= 0; i--, i--)` uses a double decrement which causes incorrect behavior and an infinite loop or array index out of bounds."
Lang,39,3,a boundary or range handling error,off_by_one,BUG,BUG,True,215,3675,232,other,"VERDICT: BUG LINE: 215 REASON: The loop condition uses `i <= strLen` instead of `i < strLen`, causing an array index out of bounds exception when accessing `str.charAt(i)` at position `strLen`."
Lang,39,4,a boundary or range handling error,off_by_one,BUG,BUG,True,218,3675,232,other,"VERDICT: BUG LINE: 218 REASON: The loop condition uses `i <= strLen` instead of `i < strLen`, causing an array index out of bounds exception when accessing `str.charAt(i)` at position `strLen`."
